,0,1,2,3,4,5,6,7
hausse,0.811,0.696,0.484,0.499,0.665,0.852,0.897,0.903
ur,0.364,0.274,0.263,0.294,0.438,0.614,0.796,0.898
directeur,0.785,0.442,0.53,0.573,0.572,0.718,0.787,0.938
moment,0.227,0.496,0.506,0.468,0.557,0.681,0.843,0.914
seul,0.232,0.292,0.542,0.6,0.754,0.719,0.881,0.908
association,0.786,0.667,0.825,0.767,0.74,0.916,0.977,0.898
petit,0.451,0.308,0.507,0.536,0.631,0.729,0.788,0.902
vient,0.6,0.605,0.889,0.748,0.874,0.939,0.956,0.898
livre,0.676,0.437,0.766,0.779,0.757,0.816,0.824,0.898
ordre,0.566,0.558,0.365,0.321,0.36,0.707,0.853,0.898
direction,0.895,0.861,0.969,0.986,0.965,0.879,0.937,0.898
quant,0.779,0.859,0.929,0.862,0.977,0.988,0.978,0.99
face,0.572,0.539,0.648,0.836,0.818,0.935,0.836,0.898
parmi,0.677,0.58,0.477,0.729,0.693,0.737,0.905,0.94
eux,0.342,0.262,0.352,0.464,0.562,0.673,0.82,0.898
autant,0.786,0.566,0.875,0.939,0.788,0.881,0.922,0.901
économie,0.671,0.446,0.451,0.606,0.574,0.674,0.82,0.898
souvent,0.562,0.461,0.746,0.796,0.798,0.696,0.816,0.898
décembre,0.67,0.587,0.555,0.55,0.825,0.976,0.982,0.898
prendre,0.572,0.595,0.499,0.716,0.675,0.793,0.79,0.898
cs,0.895,0.879,0.73,0.919,0.881,0.951,0.976,0.898
mis,0.353,0.518,0.561,0.856,0.713,0.792,0.822,0.912
exposition,0.415,0.319,0.522,0.578,0.668,0.872,0.81,0.898
mort,0.403,0.294,0.559,0.504,0.668,0.799,0.866,0.975
informations,0.562,0.434,0.496,0.574,0.438,0.588,0.764,0.898
actuellement,0.781,0.479,0.61,0.656,0.662,0.694,0.865,0.989
mme,0.342,0.262,0.344,0.483,0.631,0.764,0.837,0.898
grands,0.669,0.343,0.438,0.597,0.758,0.706,0.787,0.918
octobre,0.341,0.398,0.62,0.559,0.834,0.872,0.863,0.898
six,0.233,0.237,0.429,0.545,0.659,0.696,0.85,0.898
toutefois,0.672,0.52,0.749,0.757,0.662,0.715,0.922,0.898
quand,0.123,0.264,0.365,0.505,0.69,0.751,0.787,0.904
janvier,0.455,0.759,0.65,0.838,0.96,0.942,0.87,0.898
comité,0.239,0.711,0.668,0.73,0.638,0.783,0.814,0.898
banques,0.235,0.239,0.356,0.424,0.536,0.656,0.787,0.907
septembre,0.354,0.6,0.694,0.805,0.953,0.989,0.946,0.923
sud,0.256,0.252,0.355,0.46,0.56,0.672,0.833,0.9
industrie,0.342,0.266,0.346,0.481,0.578,0.719,0.801,0.902
entrée,0.567,0.505,0.7,0.656,0.732,0.874,0.787,0.898
assemblée,0.56,0.355,0.365,0.474,0.576,0.748,0.817,0.898
mieux,0.292,0.359,0.377,0.52,0.507,0.645,0.82,0.898
titre,0.685,0.458,0.482,0.784,0.68,0.872,0.923,0.898
décision,0.237,0.423,0.655,0.679,0.786,0.953,0.873,0.907
gen,0.233,0.237,0.459,0.54,0.592,0.699,0.873,0.898
production,0.817,0.481,0.393,0.62,0.707,0.823,0.875,0.94
intérêt,0.854,0.662,0.834,0.975,0.97,0.904,0.953,0.898
musée,0.151,0.266,0.435,0.77,0.9,0.94,0.951,0.923
voix,0.895,0.551,0.42,0.565,0.652,0.705,0.814,0.898
fonds,0.895,0.655,0.431,0.47,0.448,0.685,0.785,0.898
mm,0.456,0.294,0.352,0.484,0.607,0.742,0.795,0.911
coup,0.562,0.331,0.487,0.422,0.45,0.558,0.763,0.898
grâce,0.453,0.628,0.916,0.858,0.869,0.935,0.986,0.919
maison,0.232,0.533,0.406,0.478,0.586,0.675,0.792,0.898
problèmes,0.671,0.518,0.556,0.493,0.524,0.654,0.792,0.913
développement,0.781,0.603,0.692,0.648,0.601,0.742,0.899,0.898
résultats,0.456,0.291,0.499,0.572,0.71,0.772,0.788,0.992
aide,0.702,0.512,0.435,0.557,0.754,0.914,0.935,0.899
devrait,0.676,0.434,0.549,0.518,0.738,0.811,0.814,0.898
ma,0.562,0.382,0.366,0.468,0.557,0.69,0.789,0.898
air,0.233,0.236,0.374,0.525,0.569,0.776,0.908,0.898
jeune,0.321,0.236,0.396,0.457,0.584,0.803,0.812,0.931
département,0.342,0.294,0.344,0.462,0.585,0.764,0.838,0.898
bonne,0.959,0.713,0.519,0.495,0.656,0.786,0.841,0.898
tête,0.123,0.236,0.378,0.472,0.632,0.783,0.866,0.905
avril,0.123,0.404,0.496,0.618,0.895,0.871,0.928,0.898
italie,0.676,0.492,0.57,0.61,0.599,0.746,0.793,0.945
passé,0.567,0.641,0.701,0.861,0.693,0.69,0.801,0.898
mesure,0.925,0.734,0.758,0.844,0.946,0.848,0.857,0.96
exemple,0.459,0.614,0.771,0.914,0.753,0.852,0.949,0.898
fort,0.349,0.34,0.516,0.724,0.59,0.682,0.843,0.898
terme,0.453,0.554,0.892,0.79,0.76,0.91,0.976,0.898
séance,0.342,0.262,0.346,0.449,0.559,0.754,0.81,0.905
laquelle,0.895,0.72,0.884,0.94,0.805,0.926,0.949,0.898
mesures,0.236,0.253,0.354,0.464,0.564,0.672,0.787,0.898
actions,0.688,0.633,0.587,0.813,0.665,0.719,0.82,0.952
sens,0.272,0.376,0.698,0.68,0.613,0.731,0.872,0.9
beau,0.456,0.37,0.373,0.582,0.724,0.861,0.813,0.898
internationale,0.568,0.415,0.468,0.465,0.557,0.691,0.79,0.943
novembre,0.568,0.549,0.428,0.579,0.835,0.96,0.922,0.898
no,0.562,0.608,0.56,0.533,0.274,0.311,0.692,0.904
agit,0.233,0.428,0.498,0.797,0.764,0.864,0.988,0.911
ancien,0.961,0.869,0.85,0.825,0.783,0.739,0.863,0.939
environ,0.456,0.308,0.551,0.747,0.78,0.778,0.787,0.921
assez,0.232,0.339,0.666,0.655,0.735,0.696,0.849,0.945
doute,0.895,0.983,0.816,0.874,0.869,0.893,0.875,0.898
scène,0.123,0.282,0.371,0.512,0.602,0.779,0.949,0.898
avons,0.578,0.523,0.394,0.467,0.601,0.72,0.787,0.898
nord,0.446,0.38,0.32,0.348,0.559,0.718,0.795,0.898
of,0.123,0.24,0.323,0.475,0.571,0.755,0.81,0.898
page,0.227,0.363,0.742,0.592,0.607,0.716,0.816,0.901
services,0.123,0.246,0.369,0.503,0.628,0.81,0.841,0.898
pourtant,0.456,0.308,0.605,0.713,0.786,0.742,0.787,0.898
affaire,0.342,0.262,0.344,0.473,0.59,0.748,0.899,0.898
mettre,0.786,0.742,0.491,0.515,0.582,0.763,0.838,0.898
juillet,0.24,0.292,0.483,0.594,0.842,0.969,0.976,0.898
soviétique,0.307,0.243,0.269,0.306,0.492,0.728,0.851,0.932
possible,0.698,0.446,0.502,0.569,0.66,0.773,0.797,0.924
équipe,0.238,0.238,0.381,0.536,0.603,0.787,0.815,0.898
administration,0.123,0.455,0.684,0.61,0.627,0.766,0.949,0.898
ayant,0.349,0.273,0.447,0.601,0.589,0.681,0.825,0.898
deuxième,0.123,0.431,0.492,0.706,0.695,0.815,0.838,0.898
route,0.152,0.278,0.444,0.421,0.574,0.804,0.872,0.898
conditions,0.232,0.289,0.458,0.604,0.669,0.661,0.79,0.921
donné,0.348,0.467,0.398,0.667,0.629,0.693,0.844,0.919
dollar,0.67,0.429,0.524,0.633,0.816,0.965,0.928,0.909
grandes,0.815,0.382,0.437,0.588,0.648,0.708,0.798,0.938
aucun,0.895,0.932,0.987,0.937,0.753,0.818,0.933,0.898
nombreux,0.895,0.627,0.532,0.71,0.692,0.708,0.878,0.964
radio,0.342,0.262,0.313,0.54,0.586,0.777,0.872,0.922
armée,0.468,0.39,0.355,0.511,0.546,0.663,0.822,0.898
uvres,0.896,0.636,0.892,0.899,0.818,0.795,0.879,0.898
ouverture,0.123,0.277,0.371,0.518,0.603,0.743,0.787,0.898
fédérale,0.53,0.3,0.354,0.51,0.555,0.768,0.833,0.898
prochain,0.247,0.287,0.472,0.706,0.939,0.932,0.866,0.898
travaux,0.123,0.264,0.594,0.761,0.757,0.889,0.862,0.91
organisation,0.458,0.355,0.377,0.656,0.598,0.705,0.817,0.904
outre,0.681,0.532,0.591,0.814,0.664,0.708,0.811,0.898
entreprises,0.567,0.354,0.387,0.541,0.581,0.677,0.789,0.916
dix,0.337,0.268,0.368,0.439,0.577,0.695,0.79,0.947
baisse,0.67,0.441,0.438,0.476,0.647,0.837,0.903,0.898
int,0.876,0.483,0.597,0.853,0.749,0.757,0.837,0.996
semble,0.676,0.555,0.894,0.783,0.702,0.759,0.816,0.898
augmentation,0.895,0.444,0.47,0.54,0.582,0.739,0.87,0.898
autorités,0.139,0.293,0.378,0.486,0.651,0.672,0.787,0.898
maintenant,0.123,0.253,0.527,0.689,0.764,0.783,0.842,0.898
août,0.123,0.619,0.497,0.577,0.848,0.931,0.882,0.898
occasion,0.895,0.693,0.66,0.756,0.649,0.719,0.814,0.898
construction,0.123,0.354,0.399,0.578,0.639,0.745,0.959,0.898
manière,0.95,0.867,0.923,0.832,0.813,0.868,0.831,0.898
in,0.486,0.314,0.357,0.494,0.604,0.819,0.929,0.898
succès,0.262,0.405,0.46,0.652,0.821,0.975,0.976,0.898
nouveaux,0.781,0.686,0.747,0.814,0.81,0.735,0.963,0.987
us,0.233,0.241,0.479,0.504,0.578,0.792,0.839,0.927
niveau,0.562,0.941,0.86,0.819,0.64,0.799,0.898,0.968
valeur,0.785,0.608,0.822,0.896,0.779,0.737,0.787,0.898
the,0.451,0.377,0.331,0.505,0.752,0.715,0.815,0.898
es,0.458,0.44,0.386,0.539,0.566,0.672,0.794,0.907
libre,0.56,0.474,0.808,0.696,0.817,0.799,0.829,0.909
produits,0.233,0.236,0.384,0.653,0.732,0.751,0.832,0.898
concert,0.793,0.437,0.509,0.83,0.785,0.747,0.87,0.905
crédit,0.462,0.307,0.365,0.501,0.557,0.707,0.81,0.898
annoncé,0.676,0.546,0.392,0.483,0.59,0.782,0.81,0.898
politiques,0.785,0.62,0.525,0.599,0.584,0.693,0.808,0.906
font,0.123,0.271,0.368,0.457,0.574,0.724,0.81,0.919
française,0.679,0.357,0.48,0.543,0.57,0.707,0.901,0.898
genevois,0.977,0.834,0.966,0.967,0.889,0.938,0.971,0.928
étranger,0.781,0.438,0.437,0.582,0.589,0.674,0.847,0.901
conseiller,0.342,0.32,0.348,0.468,0.558,0.679,0.825,0.959
volume,0.36,0.273,0.385,0.507,0.549,0.69,0.787,0.961
nuageux,0.232,0.464,0.357,0.457,0.634,0.737,0.87,0.898
système,0.67,0.576,0.472,0.605,0.831,0.946,0.887,0.898
mon,0.326,0.236,0.315,0.387,0.421,0.661,0.81,0.903
afin,0.562,0.503,0.447,0.466,0.557,0.69,0.787,0.898
new,0.446,0.47,0.409,0.463,0.557,0.704,0.861,0.905
mal,0.797,0.561,0.514,0.749,0.865,0.759,0.897,0.926
secrétaire,0.341,0.483,0.553,0.531,0.594,0.782,0.787,0.898
étrangères,0.233,0.24,0.361,0.477,0.594,0.788,0.811,0.898
base,0.785,0.873,0.894,0.951,0.844,0.769,0.791,0.898
aucune,0.791,0.835,0.83,0.967,0.804,0.842,0.949,0.898
femme,0.236,0.24,0.308,0.405,0.633,0.736,0.814,0.898
paix,0.514,0.394,0.364,0.435,0.558,0.739,0.81,0.898
total,0.239,0.25,0.368,0.476,0.564,0.675,0.787,0.898
américains,0.681,0.378,0.671,0.768,0.756,0.838,0.836,0.898
savoir,0.791,0.575,0.612,0.861,0.942,0.952,0.949,0.918
seule,0.461,0.305,0.472,0.591,0.564,0.677,0.828,0.951
défense,0.681,0.631,0.419,0.6,0.674,0.696,0.787,0.961
américaine,0.842,0.38,0.489,0.636,0.635,0.863,0.941,0.917
durant,0.233,0.236,0.359,0.459,0.569,0.724,0.87,0.898
parce,0.581,0.333,0.58,0.764,0.712,0.745,0.816,0.898
militaire,0.452,0.386,0.357,0.478,0.612,0.73,0.927,0.907
publique,0.925,0.813,0.78,0.825,0.809,0.971,0.931,0.912
commerce,0.693,0.482,0.489,0.562,0.595,0.743,0.793,0.898
rôle,0.462,0.66,0.542,0.711,0.736,0.897,0.827,0.947
peuvent,0.458,0.303,0.354,0.484,0.568,0.672,0.82,0.898
peut-être,0.618,0.427,0.688,0.668,0.666,0.673,0.791,0.898
haut,0.446,0.322,0.53,0.547,0.717,0.695,0.799,0.929
long,0.453,0.352,0.487,0.52,0.551,0.69,0.787,0.898
abord,0.571,0.892,0.734,0.856,0.682,0.658,0.77,0.899
galerie,0.562,0.421,0.428,0.476,0.563,0.753,0.843,0.922
étant,0.595,0.372,0.754,0.659,0.651,0.719,0.827,0.898
malgré,0.451,0.458,0.38,0.493,0.756,0.734,0.847,0.922
sécurité,0.271,0.356,0.596,0.767,0.638,0.679,0.789,0.898
can,0.446,0.294,0.442,0.534,0.605,0.685,0.798,0.898
orchestre,0.895,0.489,0.493,0.747,0.769,0.866,0.865,0.898
état,0.895,0.813,0.621,0.576,0.606,0.73,0.815,0.935
siècle,0.933,0.541,0.513,0.7,0.649,0.739,0.89,0.993
sujet,0.342,0.266,0.352,0.47,0.558,0.69,0.79,0.898
mouvement,0.508,0.317,0.336,0.541,0.466,0.562,0.765,0.898
février,0.67,0.63,0.752,0.678,0.914,0.962,0.976,0.898
chambre,0.895,0.681,0.487,0.645,0.634,0.708,0.871,0.955
ouvert,0.456,0.446,0.641,0.817,0.925,0.901,0.787,0.898
eglise,0.895,0.982,0.952,0.929,0.796,0.891,0.949,0.898
bourse,0.479,0.597,0.761,0.581,0.779,0.792,0.787,0.898
forces,0.261,0.465,0.357,0.549,0.6,0.684,0.787,0.898
forme,0.123,0.417,0.669,0.592,0.643,0.743,0.794,0.925
domaine,0.562,0.823,0.972,0.908,0.834,0.754,0.903,0.898
donner,0.679,0.959,0.709,0.608,0.618,0.724,0.88,0.898
entreprise,0.427,0.289,0.551,0.791,0.669,0.794,0.901,0.898
décidé,0.787,0.986,0.981,0.832,0.812,0.913,0.894,0.898
région,0.245,0.236,0.357,0.495,0.643,0.699,0.87,0.898
journée,0.123,0.266,0.32,0.534,0.585,0.666,0.844,0.898
etats,0.239,0.301,0.388,0.546,0.565,0.719,0.81,0.898
nations,0.458,0.299,0.361,0.48,0.557,0.741,0.814,0.933
femmes,0.123,0.246,0.461,0.492,0.584,0.727,0.901,0.898
certaines,0.458,0.413,0.429,0.641,0.592,0.684,0.79,0.911
information,0.157,0.267,0.32,0.458,0.504,0.761,0.866,0.898
reuter,0.457,0.285,0.343,0.489,0.652,0.774,0.809,0.898
force,0.786,0.38,0.487,0.611,0.757,0.898,0.864,0.903
ensuite,0.786,0.793,0.804,0.727,0.656,0.85,0.845,0.898
titres,0.233,0.236,0.355,0.432,0.599,0.808,0.899,0.899
derniers,0.676,0.492,0.753,0.78,0.736,0.762,0.789,0.898
franc,0.85,0.631,0.678,0.827,0.842,0.973,0.917,0.901
robert,0.568,0.519,0.412,0.559,0.479,0.711,0.893,0.898
sait,0.908,0.964,0.988,0.978,0.84,0.844,0.875,0.908
vu,0.347,0.863,0.669,0.727,0.796,0.899,0.887,0.898
michel,0.572,0.448,0.368,0.412,0.247,0.398,0.719,0.898
magazine,0.675,0.926,0.891,0.86,0.85,0.741,0.632,0.898
telle,0.787,0.369,0.528,0.677,0.843,0.913,0.949,0.898
chiffre,0.676,0.861,0.988,0.98,0.803,0.901,0.919,0.907
etc,0.794,0.69,0.52,0.689,0.835,0.887,0.79,0.898
période,0.687,0.538,0.871,0.955,0.951,0.935,0.866,0.898
secteur,0.567,0.542,0.442,0.629,0.652,0.689,0.863,0.898
cause,0.495,0.396,0.321,0.584,0.711,0.793,0.825,0.918
offre,0.457,0.285,0.4,0.601,0.732,0.907,0.919,0.951
cadre,0.353,0.564,0.725,0.846,0.687,0.854,0.812,0.898
indice,0.459,0.31,0.525,0.747,0.661,0.825,0.927,0.898
pourquoi,0.258,0.369,0.795,0.844,0.7,0.859,0.864,0.898
esprit,0.691,0.956,0.845,0.692,0.764,0.728,0.822,0.95
culte,0.237,0.336,0.534,0.85,0.814,0.891,0.81,0.898
revanche,0.849,0.584,0.822,0.971,0.966,0.956,0.903,0.898
comment,0.781,0.741,0.857,0.725,0.614,0.698,0.878,0.898
après-midi,0.123,0.266,0.344,0.476,0.658,0.844,0.86,0.901
sept,0.123,0.236,0.324,0.352,0.564,0.561,0.822,0.898
premiers,0.337,0.294,0.405,0.459,0.596,0.695,0.847,0.898
famille,0.345,0.262,0.318,0.503,0.635,0.716,0.802,0.898
initiative,0.128,0.237,0.379,0.479,0.574,0.761,0.816,0.898
européenne,0.691,0.647,0.811,0.945,0.866,0.951,0.979,0.918
peuple,0.123,0.239,0.351,0.483,0.668,0.797,0.911,0.898
capital,0.743,0.713,0.629,0.729,0.637,0.79,0.787,0.931
confédération,0.571,0.395,0.405,0.747,0.693,0.729,0.848,0.898
veut,0.785,0.392,0.465,0.541,0.572,0.681,0.787,0.898
votre,0.123,0.158,0.191,0.401,0.504,0.686,0.867,0.898
ve,0.928,0.585,0.843,0.914,0.776,0.786,0.902,0.943
trouve,0.984,0.896,0.756,0.656,0.727,0.713,0.814,0.898
troisième,0.132,0.238,0.355,0.497,0.631,0.72,0.922,0.912
recherche,0.233,0.242,0.363,0.559,0.628,0.755,0.928,0.981
argent,0.854,0.644,0.933,0.828,0.915,0.903,0.928,0.898
inc,0.414,0.264,0.518,0.706,0.815,0.926,0.95,0.932
personne,0.336,0.593,0.426,0.483,0.567,0.672,0.787,0.898
moyens,0.453,0.326,0.561,0.52,0.567,0.672,0.787,0.898
formation,0.347,0.259,0.395,0.695,0.795,0.908,0.86,0.898
terre,0.186,0.338,0.403,0.59,0.585,0.704,0.889,0.898
tandis,0.561,0.322,0.414,0.58,0.669,0.737,0.964,0.898
population,0.123,0.295,0.472,0.777,0.889,0.866,0.889,0.898
rencontre,0.925,0.41,0.497,0.665,0.749,0.897,0.954,0.898
valeurs,0.895,0.509,0.473,0.564,0.687,0.72,0.814,0.898
atteint,0.347,0.646,0.819,0.891,0.982,0.986,0.944,0.898
dernières,0.227,0.581,0.617,0.49,0.628,0.746,0.901,0.898
professeur,0.342,0.27,0.326,0.427,0.494,0.664,0.852,0.898
doivent,0.355,0.274,0.388,0.573,0.559,0.727,0.866,0.898
propos,0.463,0.303,0.624,0.767,0.807,0.903,0.873,0.898
gauche,0.238,0.236,0.317,0.516,0.578,0.71,0.787,0.898
dû,0.562,0.442,0.488,0.485,0.557,0.683,0.788,0.914
avenir,0.451,0.291,0.535,0.619,0.758,0.814,0.83,0.898
divers,0.592,0.446,0.398,0.425,0.591,0.753,0.787,0.955
vaud,0.682,0.468,0.776,0.924,0.872,0.777,0.887,0.948
création,0.288,0.236,0.367,0.598,0.699,0.711,0.847,0.898
présence,0.895,0.791,0.552,0.554,0.581,0.728,0.888,0.898
compagnie,0.781,0.713,0.51,0.551,0.627,0.684,0.847,0.957
certain,0.24,0.289,0.468,0.804,0.845,0.764,0.81,0.898
but,0.681,0.637,0.79,0.94,0.782,0.841,0.813,0.898
jacques,0.562,0.5,0.438,0.475,0.422,0.692,0.844,0.898
urss,0.342,0.169,0.145,0.295,0.479,0.723,0.76,0.898
majorité,0.82,0.656,0.545,0.713,0.748,0.681,0.789,0.898
position,0.794,0.661,0.637,0.586,0.675,0.737,0.897,0.913
loin,0.569,0.825,0.976,0.923,0.902,0.797,0.93,0.919
sociétés,0.698,0.589,0.496,0.545,0.622,0.678,0.79,0.898
étrangers,0.458,0.327,0.354,0.472,0.551,0.672,0.82,0.907
office,0.935,0.664,0.511,0.615,0.61,0.749,0.911,0.898
façon,0.785,0.673,0.671,0.603,0.673,0.771,0.788,0.935
presque,0.822,0.426,0.586,0.85,0.792,0.836,0.848,0.898
eau,0.123,0.243,0.389,0.485,0.673,0.723,0.819,0.898
solution,0.671,0.612,0.513,0.482,0.561,0.672,0.82,0.898
coupe,0.391,0.27,0.414,0.517,0.762,0.755,0.828,0.898
moscou,0.592,0.444,0.388,0.448,0.701,0.851,0.837,0.898
particulièrement,0.452,0.776,0.836,0.9,0.718,0.684,0.858,0.923
petite,0.786,0.38,0.464,0.621,0.645,0.838,0.873,0.898
paul,0.267,0.279,0.217,0.416,0.197,0.511,0.834,0.898
feu,0.555,0.409,0.446,0.498,0.657,0.696,0.809,0.902
droits,0.458,0.355,0.485,0.763,0.637,0.692,0.844,0.898
bas,0.233,0.246,0.37,0.518,0.774,0.807,0.814,0.898
club,0.362,0.536,0.43,0.677,0.915,0.942,0.899,0.898
ait,0.446,0.365,0.405,0.42,0.529,0.72,0.81,0.914
cour,0.233,0.243,0.344,0.437,0.546,0.69,0.796,0.898
questions,0.567,0.378,0.435,0.531,0.492,0.652,0.787,0.942
port,0.123,0.277,0.401,0.568,0.635,0.885,0.959,0.898
république,0.123,0.402,0.39,0.541,0.598,0.753,0.802,0.934
réunion,0.472,0.558,0.706,0.569,0.582,0.793,0.839,0.932
washington,0.924,0.48,0.514,0.598,0.755,0.851,0.814,0.903
communiqué,0.786,0.514,0.553,0.722,0.677,0.895,0.922,0.911
peine,0.227,0.454,0.848,0.732,0.76,0.795,0.935,0.953
retour,0.232,0.46,0.494,0.536,0.611,0.673,0.794,0.943
km,0.155,0.236,0.326,0.43,0.512,0.707,0.821,0.919
main,0.239,0.254,0.356,0.432,0.53,0.656,0.82,0.986
faveur,0.123,0.326,0.373,0.477,0.456,0.775,0.81,0.986
lorsque,0.608,0.445,0.631,0.711,0.833,0.716,0.787,0.898
auteur,0.349,0.301,0.442,0.588,0.584,0.72,0.787,0.898
mètres,0.163,0.236,0.356,0.463,0.591,0.703,0.789,0.898
reprise,0.342,0.265,0.348,0.444,0.605,0.74,0.817,0.91
york,0.56,0.624,0.574,0.467,0.616,0.801,0.852,0.923
participation,0.895,0.982,0.938,0.982,0.897,0.921,0.872,0.898
télévision,0.274,0.236,0.413,0.616,0.637,0.867,0.862,0.898
annonce,0.236,0.45,0.801,0.77,0.898,0.975,0.976,0.898
chose,0.681,0.559,0.513,0.801,0.857,0.807,0.787,0.945
q,0.357,0.755,0.651,0.746,0.609,0.694,0.789,0.898
allemand,0.233,0.241,0.368,0.46,0.558,0.707,0.81,0.898
parfois,0.123,0.238,0.466,0.58,0.621,0.669,0.79,0.906
activité,0.541,0.323,0.587,0.723,0.78,0.794,0.956,0.926
relations,0.562,0.433,0.463,0.502,0.481,0.65,0.787,0.913
crise,0.446,0.367,0.302,0.3,0.39,0.537,0.715,0.898
avis,0.791,0.508,0.691,0.933,0.868,0.94,0.963,0.898
matière,0.895,0.982,0.963,0.983,0.927,0.817,0.93,0.898
particulier,0.924,0.899,0.977,0.985,0.887,0.93,0.959,0.898
technique,0.123,0.236,0.405,0.497,0.703,0.747,0.843,0.898
centrale,0.452,0.358,0.386,0.401,0.442,0.565,0.825,0.898
moyen,0.584,0.712,0.669,0.796,0.767,0.898,0.977,0.91
bond,0.786,0.381,0.589,0.653,0.732,0.879,0.893,0.898
devait,0.672,0.612,0.577,0.551,0.588,0.807,0.953,0.908
plutôt,0.681,0.703,0.622,0.822,0.733,0.709,0.797,0.898
